TF	weighted_meanDifference	weighted_CD	TFBS	weighted_Tstat	variance	pvalue	Cohend_factor	pvalueAdj	median.cor.tfs	classification_q0.1	classification_q0.05	classification_q0.01	classification_q0.001	classification_distr_rawP	classification_q0.1_final	classification_q0.05_final	classification_q0.01_final	classification_q0.001_final
MA1568.1	-0.0458	0.0873	4226	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1569.1	0.0727	0.152	11025	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0964916818654449	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000000000000000000000000297680287716302	repressor	repressor	repressor	repressor
MA1570.1	0.0287	0.0518	2874	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1571.1	-0.0719	0.16	2916	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1572.1	-0.0786	0.165	2461	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1573.1	0.0103	0.0761	5721	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1574.1	-0.041	0.0886	6346	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0125258468674706	undetermined	undetermined	undetermined	undetermined	0.919650739862864	undetermined	undetermined	undetermined	undetermined
MA1575.1	0.0295	0.104	3176	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1576.1	-0.0259	0.0515	6045	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1577.1	-0.0409	0.0984	3235	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1578.1	0.0495	0.147	4359	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0553672109296658	undetermined	undetermined	undetermined	undetermined	0.000165694984165372	undetermined	undetermined	undetermined	undetermined
MA1579.1	0.0861	0.166	3042	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0644757496151262	activator	activator	activator	undetermined	0.00000000000400483474558811	activator	activator	activator	undetermined
MA1580.1	0.164	0.295	2086	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.092128091066284	activator	activator	activator	activator	0.00000383075430607495	activator	activator	activator	activator
MA1581.1	0.0289	0.0755	8879	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0117770284610383	undetermined	undetermined	undetermined	undetermined	0.000583176391036491	undetermined	undetermined	undetermined	undetermined
MA1583.1	-0.00332	0.0405	15179	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1584.1	-0.000891	0.0413	17299	NaN	NA	0.769230769230769	1	0.782069113084412	-0.027307929875206	undetermined	undetermined	undetermined	undetermined	0.999203343134811	undetermined	undetermined	undetermined	undetermined
MA1585.1	0.0381	0.0692	3939	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1587.1	0.0193	0.087	8669	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1588.1	0.0767	0.144	2354	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1589.1	-0.00439	0.0212	7142	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1592.1	0.0509	0.0993	3775	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1593.1	0.00788	0.0362	5250	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1594.1	0.0121	0.0245	4762	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1596.1	0.00988	0.0351	14992	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1597.1	0.0203	0.0427	8418	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1599.1	0.0135	0.0331	13031	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1600.1	0.016	0.0301	7806	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1601.1	0.0598	0.116	6285	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1602.1	0.0538	0.102	6095	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0858459187565045	repressor	repressor	repressor	undetermined	0.000000245064164135843	repressor	repressor	repressor	undetermined
MA1603.1	0.0918	0.168	2156	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0527065328479861	undetermined	undetermined	undetermined	undetermined	0.00000000000263800754193993	undetermined	undetermined	undetermined	undetermined
MA1604.1	0.0615	0.126	5840	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.033772482201114	undetermined	undetermined	undetermined	undetermined	0.000000000299102412284676	undetermined	undetermined	undetermined	undetermined
MA1606.1	0.00125	0.0242	4610	NaN	NA	0.769230769230769	1	0.782069113084412	-0.00575838006877349	undetermined	undetermined	undetermined	undetermined	0.999862459660041	undetermined	undetermined	undetermined	undetermined
MA1607.1	0.02	0.0425	4486	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0375200001662909	undetermined	undetermined	undetermined	undetermined	0.221972375891796	undetermined	undetermined	undetermined	undetermined
MA1608.1	-0.00406	0.0156	5694	NaN	NA	0.153846153846154	1	0.164417453891138	-0.0947295166964876	repressor	repressor	repressor	repressor	0.0000000000000134329199500432	repressor	repressor	repressor	repressor
MA1615.1	0.0331	0.0712	14268	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.000747116608201321	undetermined	undetermined	undetermined	undetermined	0.999999999999442	undetermined	undetermined	undetermined	undetermined
MA1616.1	0.0822	0.157	5555	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0445116995551312	activator	activator	undetermined	undetermined	0.0000000000000000000000000000000194495153550044	activator	activator	undetermined	undetermined
MA1618.1	0.051	0.0937	3619	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1619.1	0.0378	0.0822	4908	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1620.1	0.0604	0.122	3420	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1621.1	0.0313	0.074	7236	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0663507924166008	repressor	repressor	undetermined	undetermined	0.000000000000000000000000000000000000000000808456386351603	repressor	repressor	undetermined	undetermined
MA1622.1	-0.172	0.327	6763	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1623.1	0.111	0.208	2388	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0957359576796811	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000339834139880628	repressor	repressor	repressor	repressor
MA1624.1	0.0782	0.145	4157	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0444746019199756	undetermined	undetermined	undetermined	undetermined	0.0000000000000000000000000000000000000000000000000349121406904227	undetermined	undetermined	undetermined	undetermined
MA1625.1	0.0832	0.156	2457	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1627.1	0.00498	0.0208	13635	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0931446978227477	activator	activator	activator	activator	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000166641741134374	activator	activator	activator	activator
MA1628.1	-0.0166	0.0691	11309	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1629.1	-0.0149	0.0795	14685	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.106794641418138	activator	activator	activator	activator	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000375003055161954	activator	activator	activator	activator
MA1630.1	0.0494	0.0989	8186	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1631.1	0.00913	0.141	8813	NaN	NA	0.307692307692308	2	0.322239365219308	-0.13773231365363	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000000000000000000000000000000000000000000000681698458499045	repressor	repressor	repressor	repressor
MA1632.1	-0.16	0.31	4148	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0924644210583173	activator	activator	activator	activator	0.0000000000000000000000000000000000522960108502851	activator	activator	activator	activator
MA1633.1	-0.0986	0.193	8041	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.117433051859091	repressor	repressor	repressor	repressor	0.000000000000000156061137629522	repressor	repressor	repressor	repressor
MA1634.1	-0.161	0.301	4779	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.161581068738142	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000415821583732993	activator	activator	activator	activator
MA1635.1	0.0791	0.164	4642	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1636.1	0.00127	0.046	3329	NaN	NA	0.923076923076923	1	0.924341412012645	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1637.1	0.0667	0.14	11552	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0829763490712671	repressor	repressor	repressor	undetermined	0.000000000000000000000000000127413472064406	repressor	repressor	repressor	undetermined
MA1638.1	-0.0315	0.0634	7966	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0632121683663046	activator	activator	undetermined	undetermined	0.000000000000000000000000000000000000000607267932513345	activator	activator	undetermined	undetermined
MA1639.1	0.00171	0.0396	2548	NaN	NA	0.923076923076923	1	0.924341412012645	-0.016507284523657	undetermined	undetermined	undetermined	undetermined	0.999987721562768	undetermined	undetermined	undetermined	undetermined
MA1640.1	0.0825	0.16	2292	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0524549886586446	activator	activator	undetermined	undetermined	0.0000000000000000000000366367421020991	activator	activator	undetermined	undetermined
MA1641.1	0.037	0.0761	4063	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0290921724638656	undetermined	undetermined	undetermined	undetermined	0.270371549749727	undetermined	undetermined	undetermined	undetermined
MA1642.1	-0.0505	0.0973	4278	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1643.1	0.0472	0.0978	4916	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.110647475741944	repressor	repressor	repressor	repressor	0.000000000000000000356652606755556	repressor	repressor	repressor	repressor
MA1644.1	-0.0901	0.185	5410	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0953023338622946	activator	activator	activator	activator	0.401537075394456	undetermined	undetermined	undetermined	undetermined
MA1645.1	0.0233	0.067	4602	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0752797374873229	repressor	repressor	undetermined	undetermined	0.882497578749072	undetermined	undetermined	undetermined	undetermined
MA1646.1	0.0773	0.15	4491	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0472853767374929	undetermined	undetermined	undetermined	undetermined	0.000000000000000000000000240400217799159	undetermined	undetermined	undetermined	undetermined
MA1647.1	0.076	0.145	3378	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0048422655799778	undetermined	undetermined	undetermined	undetermined	1	undetermined	undetermined	undetermined	undetermined
MA1648.1	-0.014	0.144	10879	NaN	NA	0.153846153846154	2	0.164417453891138	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1649.1	0.0535	0.111	3800	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1650.1	-0.0421	0.0942	19290	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0429643551677326	undetermined	undetermined	undetermined	undetermined	0.00000000000000000000000000000000000000000608649438218386	undetermined	undetermined	undetermined	undetermined
MA1651.1	-0.00199	0.0459	7103	NaN	NA	0.538461538461538	1	0.555169794944125	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1652.1	0.00538	0.0279	7134	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1653.1	0.0303	0.0704	8104	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0191682494913065	undetermined	undetermined	undetermined	undetermined	0.0000245350774057625	undetermined	undetermined	undetermined	undetermined
MA1654.1	0.0228	0.0499	10709	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1655.1	0.0309	0.0701	6117	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0318696588203675	activator	undetermined	undetermined	undetermined	0.000189466096537489	activator	undetermined	undetermined	undetermined
MA1656.1	0.0423	0.0865	11704	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1683.1	-0.00701	0.0181	3895	NaN	NA	0.153846153846154	1	0.164417453891138	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
